"","album_uri","album_name","album_img","album_release_date","album_release_year","base_album_name","base_album","num_albums","num_base_albums","album_rank","artist"
"355","5rCCCernTo6IwFwEZM4H53","Food & Liquor II: The Great American Rap Album Pt. 1","https://i.scdn.co/image/ab67616d0000b2734b9f3b34399b7ae4cc7a45be","2012-09-25",2012-09-25,"food & liquor ii: the great american rap album pt. 1",TRUE,1,1,4,"Lupe Fiasco"
"356","7F58zK8t8whSFjX5X09d28","Tetsuo & Youth","https://i.scdn.co/image/ab67616d0000b273cc5c6f9f9d6ca3353dbb6c75","2015-01-20",2015-01-20,"tetsuo & youth",TRUE,1,1,5,"Lupe Fiasco"
"357","5URLytQmeXTIT7B4U1Tynd","DROGAS Light","https://i.scdn.co/image/ab67616d0000b273cd08112cfadef2a6b5c255ea","2017-02-10",2017-02-10,"drogas light",TRUE,1,1,6,"Lupe Fiasco"
"358","7w4KDcKXJ5qDERK0cGq1Yv","Drogas","https://i.scdn.co/image/ab67616d0000b2738278a8f973b4e73238b3d31b","2017-09-08",2017-09-08,"drogas",TRUE,1,1,7,"Lupe Fiasco"
"359","2liBYuCYfW37CmNkub2BaH","DROGAS WAVE","https://i.scdn.co/image/ab67616d0000b273ca4c93e86a1e8096c23bc7f8","2018-09-21",2018-09-21,"drogas wave",TRUE,1,1,8,"Lupe Fiasco"
"360","6VhDYmsjHqRxKXd0z7hmXI","Blue Slide Park","https://i.scdn.co/image/ab67616d0000b27382a2fe856191e66bc0b9c6ce","2011-11-15",2011-11-15,"blue slide park",TRUE,3,1,1,"Mac Miller"
"361","7nVdkG4gZZxB1I1RLN27fJ","Macadelic (Remastered Edition)","https://i.scdn.co/image/ab67616d0000b273908afd2dae7320208da889fd","2012-03-23",2012-03-23,"macadelic",FALSE,1,0,2,"Mac Miller"
"362","0LdaWkTotOqOcUxwEPBF6N","Mac Miller : Live From London (With The Internet)","https://i.scdn.co/image/db1c251281cd89b0cf7366b496e80d427c981453","2013-01-01",2013-01-01,"mac miller ",FALSE,1,0,3,"Mac Miller"
"363","3ZNMAkjR6M4T0r6Of6jC08","Watching Movies with the Sound Off","https://i.scdn.co/image/ab67616d0000b27399eb561d2e98f944fcc97d72","2013-06-18",2013-06-18,"watching movies with the sound off",TRUE,2,1,4,"Mac Miller"
"364","0oPKygNJATeXkPWre0R0Nr","Live From Space","https://i.scdn.co/image/ab67616d0000b2734052e974e7fc03fa49770986","2013-12-17",2013-12-17,"live from space",TRUE,1,1,5,"Mac Miller"
"365","2ptzgWBwkKEA8gH2FsyJRZ","Mac Miller","https://i.scdn.co/image/bab9807bca4b6c0adc94967c6b34b0245334af1b","2014-08-19",2014-08-19,"mac miller",TRUE,1,1,6,"Mac Miller"
"366","2Tyx5dLhHYkx6zeAdVaTzN","GO:OD AM","https://i.scdn.co/image/ab67616d0000b273ee0f38410382a255e4fb15f4","2015-09-18",2015-09-18,"go:od am",TRUE,1,1,7,"Mac Miller"
"367","13fsGE9UN5VaAkETSs94un","Best Day Ever (5th Anniversary Remastered Edition)","https://i.scdn.co/image/ab67616d0000b273caed626d0cb2f60220977db8","2016-06-03",2016-06-03,"best day ever",FALSE,1,0,8,"Mac Miller"
"368","6f6tko6NWoH00cyFOl4VYQ","The Divine Feminine","https://i.scdn.co/image/ab67616d0000b2732e92f776279eaf45d14a33fd","2016-09-16",2016-09-16,"the divine feminine",TRUE,1,1,9,"Mac Miller"
"369","5wtE5aLX5r7jOosmPhJhhk","Swimming","https://i.scdn.co/image/ab67616d0000b273175c577a61aa13d4fb4b6534","2018-08-03",2018-08-03,"swimming",TRUE,1,1,10,"Mac Miller"
"370","01FCoGEQ3NFWF4fHJzdiax","Madvillainy","https://i.scdn.co/image/ab67616d0000b27382222510029565a4816998b9","2004-03-24",2004-03-24,"madvillainy",TRUE,1,1,1,"Madvillain"
"371","39qfFzn2Cii6N0AdAXdg9p","Four Tet Remixes","https://i.scdn.co/image/ab67616d0000b273d8d377c5499bb95770d7acd2","2005",2005-01-01,"four tet remixes",TRUE,1,1,2,"Madvillain"
"372","3giQKi73ayOnj7jxGevJwg","Madvillainy 2: The Madlib Remix","https://i.scdn.co/image/ab67616d0000b273577433f060dc061ac1322496","2008-09-30",2008-09-30,"madvillainy 2: the madlib remix",TRUE,1,1,3,"Madvillain"
"373","5xeG9ijS4cGYGmKXCycDYr","Flamers 2","https://i.scdn.co/image/ab67616d0000b2739525c35e77e044e7c3dedccb","2011-06-11",2011-06-11,"flamers 2",TRUE,1,1,1,"Meek Mill"
"374","40SFz21xgwvkJn2Ea1z5iH","Dreamchasers","https://i.scdn.co/image/ab67616d0000b27335b8de4158624ef237e3c531","2011-08-11",2011-08-11,"dreamchasers",TRUE,1,1,2,"Meek Mill"
"375","2zcNo17NuIEyPyj6wye10u","The Real Me","https://i.scdn.co/image/dc2b52eb1637a353c0051747e45fdfe1dbdb040c","2012-04-10",2012-04-10,"the real me",TRUE,1,1,3,"Meek Mill"
"376","0kpslw9IHk7EsK40BGUbX9","Dreamchasers 2","https://i.scdn.co/image/ab67616d0000b2733e1a2db813bd01027106e470","2012-05-07",2012-05-07,"dreamchasers 2",TRUE,1,1,4,"Meek Mill"
"377","4PFkUNIHlYs0KjWej3iBMR","Flamers (Mixed By DJ Difference)","https://i.scdn.co/image/ab67616d0000b273c0b73aa9303698874019aa7f","2012-07-02",2012-07-02,"flamers (mixed by dj difference)",TRUE,1,1,5,"Meek Mill"
"378","4N18KBTt5H7OMBlLNfiqIF","Flamers 2 (Hottest in Tha City)","https://i.scdn.co/image/ab67616d0000b27374aecd35b33ef03d904746a9","2012-07-02",2012-07-02,"flamers 2 (hottest in tha city)",TRUE,1,1,6,"Meek Mill"
"379","5sIwLcjRMKmFmNpzTyk4Km","The Freestyles (DJ Trigga & Grz Tapez Present)","https://i.scdn.co/image/ab67616d0000b27358e5f09349e54c34b01132c1","2012-08-13",2012-08-13,"the freestyles (dj trigga & grz tapez present)",TRUE,1,1,7,"Meek Mill"
"380","4iR6LofqGl4Il2K9E6wAlD","Im Mike Vickin It","https://i.scdn.co/image/ab67616d0000b2736b913d23324add481c273fce","2012-08-20",2012-08-20,"im mike vickin it",TRUE,1,1,8,"Meek Mill"
"381","2gCDECEHhsqNpqZtN5QtqA","Milladelphia","https://i.scdn.co/image/ab67616d0000b2735b60316927d2e1bd24bb79bb","2012-08-20",2012-08-20,"milladelphia",TRUE,1,1,9,"Meek Mill"
"382","6O1ZOZuTKIK1QyaodF3Xf1","Gs In Maybach 2","https://i.scdn.co/image/d275627927681e19f1fdd0553749ed058b1a9dc8","2012-09-25",2012-09-25,"gs in maybach 2",TRUE,1,1,10,"Meek Mill"
"383","61WG7UfXuREckYVyOgTStY","Dont Panic","https://i.scdn.co/image/ab67616d0000b27355ca7a7b47cc80c2b21d5231","2012-10-02",2012-10-02,"dont panic",TRUE,1,1,11,"Meek Mill"
"384","6h1S9asb6qPfuvP6NMfgbJ","Philadephia Eagles 4","https://i.scdn.co/image/ab67616d0000b273fe0b14cf3707daa1b9dc3010","2012-10-22",2012-10-22,"philadephia eagles 4",TRUE,1,1,12,"Meek Mill"
"385","0zhZDmHEtDtok393SbZ3d7","Dreams and Nightmares (Deluxe Version)","https://i.scdn.co/image/ab67616d0000b273f0c746d1b52c883c19b25a51","2012-10-26",2012-10-26,"dreams and nightmares",FALSE,1,0,13,"Meek Mill"
"386","3hTCeJBd6Lvtlxn7varJ8t","Motivation","https://i.scdn.co/image/ab67616d0000b27321806444066763e11efbd1e7","2012-11-19",2012-11-19,"motivation",TRUE,1,1,14,"Meek Mill"
"387","4clCJBX0M4KWsCPqHo66QI","American Dreamer","https://i.scdn.co/image/ab67616d0000b2736e2e9d05acb44a1617916bb3","2012-12-10",2012-12-10,"american dreamer",TRUE,1,1,15,"Meek Mill"
"388","36lriexMBNgcbU3YsgnUcc","Phillystyles","https://i.scdn.co/image/ab67616d0000b27342e112dfe6202aea1f5953c3","2013-01-30",2013-01-30,"phillystyles",TRUE,1,1,16,"Meek Mill"
"389","32hW2gSn4pEavsOnAWX6EO","Lion Hearted","https://i.scdn.co/image/ab67616d0000b273b9cf3ce2d062db618be6ead5","2013-05-01",2013-05-01,"lion hearted",TRUE,1,1,17,"Meek Mill"
"390","2A6C6SKDgCtK3RIN6BUMwG","Lionhearted 3","https://i.scdn.co/image/ab67616d0000b273b8ee5821313992487cbdd0f1","2013-06-15",2013-06-15,"lionhearted 3",TRUE,1,1,18,"Meek Mill"
"391","2p4V2gXBz7hRQjzEaBv32q","The Real Me Pt. 2","https://i.scdn.co/image/ef34d19feb6ca20b15d68af9b9f9b617a037b77e","2013-09-10",2013-09-10,"the real me pt. 2",TRUE,1,1,19,"Meek Mill"
"392","5k21b6J72f19J3NmPXgPUu","Dreamchasers 3","https://i.scdn.co/image/ab67616d0000b273f7118f3f9c17e9f0a7cf263f","2013-09-29",2013-09-29,"dreamchasers 3",TRUE,1,1,20,"Meek Mill"
"393","68kfmoOxPVDQBuygNPFpsZ","Dream Chaser 3","https://i.scdn.co/image/b289a435fad2c3df92acaa63e66b81abfc08868e","2013-10-01",2013-10-01,"dream chaser 3",TRUE,1,1,21,"Meek Mill"
"394","6dgbk5Q0s7mmh723iKfmNb","Give Me the World","https://i.scdn.co/image/ab67616d0000b27336df324f2a4ff21ee8b82ecc","2014-07-25",2014-07-25,"give me the world",TRUE,1,1,22,"Meek Mill"
"395","3CjBOwf3HzW7fWxUGCU8NQ","Unreleased Killadelphia Muzik","https://i.scdn.co/image/ab67616d0000b2735f53bed8c38ae1876de6d9ae","2014-10-27",2014-10-27,"unreleased killadelphia muzik",TRUE,1,1,23,"Meek Mill"
"396","6rLBLQHnasRYdv2kQG38nJ","Free You Till I See You","https://i.scdn.co/image/ab67616d0000b273066788ced46c2becfdb8a39d","2014-11-09",2014-11-09,"free you till i see you",TRUE,1,1,24,"Meek Mill"
"397","01tA5lORkfOO3N0kG44Oxo","Free You Till I See You, Vol. 2","https://i.scdn.co/image/ab67616d0000b273634ec2a4ba1fe13ef8e0d61b","2015-02-06",2015-02-06,"free you till i see you, vol. 2",TRUE,1,1,25,"Meek Mill"
"398","2O3OKOYCub892PUGprsaQo","Dreams Worth More Than Money","https://i.scdn.co/image/ab67616d0000b273fd31cd96c4ba94c40532cc34","2015-06-29",2015-06-29,"dreams worth more than money",TRUE,1,1,26,"Meek Mill"
"399","31ZNLGjARu4skCvhGc1bfA","First Come First Serve","https://i.scdn.co/image/ab67616d0000b273374fec75cb20136baf80db1a","2015-09-02",2015-09-02,"first come first serve",TRUE,1,1,27,"Meek Mill"
"400","5YMlzVkGiuhoRH80Jfh9Li","Dream Chaser 2016","https://i.scdn.co/image/ab67616d0000b273e1d6f6a2dc63330e11d13325","2016-10-21",2016-10-21,"dream chaser 2016",TRUE,1,1,28,"Meek Mill"
"401","6sNbRwX0lZREkdmUSDsVzo","DC4","https://i.scdn.co/image/ab67616d0000b2730a6f4e78a01fd779ebaace83","2016-10-28",2016-10-28,"dc4",TRUE,1,1,29,"Meek Mill"
"402","2SCQAZZ5pc90l9SPBsWCIQ","Wins & Losses","https://i.scdn.co/image/ab67616d0000b2733e52eda6f8625563e05112ac","2017-07-21",2017-07-21,"wins & losses",TRUE,1,1,30,"Meek Mill"
"403","4Zni60dy8tgWwxLrDjlNeq","Meekend","https://i.scdn.co/image/ab67616d0000b27301718a65911feea9435cfae6","2017-10-27",2017-10-27,"meekend",TRUE,1,1,31,"Meek Mill"
"404","6UYZEYjpN1DYRW0kqFy9ZE","Championships","https://i.scdn.co/image/ab67616d0000b273cd63c5962050729d260077d6","2018-11-30",2018-11-30,"championships",TRUE,1,1,32,"Meek Mill"
"405","6bPpXqJRpjwy0hLyUGtzYc","FATHER OF 4","https://i.scdn.co/image/f1dca959501c7ce9b7d702203844f628213df115","2019-02-22",2019-02-22,"father of 4",TRUE,1,1,1,"Offset"
"406","5170B9wvcKvzWRWmTp5lCV","The Water (S)","https://i.scdn.co/image/ab67616d0000b273fc9575d24f452f2584958bb7","2014-08-12",2014-08-12,"the water (s)",TRUE,1,1,1,"Mick Jenkins"
"407","2gSh19Qplm8gsM7Tp8IeOu","Wave[s]","https://i.scdn.co/image/ab67616d0000b2733e04957a1ffe0aa974529964","2015-08-21",2015-08-21,"wave[s]",TRUE,1,1,2,"Mick Jenkins"
"408","1355FmCtrXQa0VeMd3eMzT","The Healing Component","https://i.scdn.co/image/ab67616d0000b273366d7dafc62053baa009f294","2016-09-23",2016-09-23,"the healing component",TRUE,1,1,3,"Mick Jenkins"
"409","2oenkFNS8GLDubNAn2gxQH","Pieces of a Man","https://i.scdn.co/image/ab67616d0000b273617b31c8562163cd1ec4587c","2018-10-26",2018-10-26,"pieces of a man",TRUE,1,1,4,"Mick Jenkins"
"410","4SnWrk06dIt4ynFRLpNX6e","The Circus","https://i.scdn.co/image/4c4435ab8e3de4cca7bfb584b8ee8813d587a6eb","2020-01-10",2020-01-10,"the circus",TRUE,1,1,5,"Mick Jenkins"
"411","4YmTZjHk8SmTFTiVMXBN1A","Young Rich N*ggas","https://i.scdn.co/image/ab67616d0000b273adf74d8984ea3fbe8399ba9d","2013-07-09",2013-07-09,"young rich n*ggas",TRUE,1,1,1,"Migos"
"412","7J6fSYFHb5Kgouc4Nr8SZg","No Label","https://i.scdn.co/image/ab67616d0000b27302e7b8dbb5a0c9ace5117456","2013-07-30",2013-07-30,"no label",TRUE,1,1,2,"Migos"
"413","70HXQp5RAjM37JHBuvL8Dg","Juug Season",NA,"2013-07-30",2013-07-30,"juug season",TRUE,1,1,3,"Migos"
"414","56PJDByaunMWwCqs5rV3Nc","No Label II","https://i.scdn.co/image/ab67616d0000b273c0f275798fc87a26c3d3c5e4","2014-06-03",2014-06-03,"no label ii",TRUE,1,1,4,"Migos"
"415","0ty5iwaiepWlGq8g0DKtEy","Rich Ni**a Timeline","https://i.scdn.co/image/ab67616d0000b27378a5f3cd2c5e6574bf0fdcd5","2014-11-05",2014-11-05,"rich ni**a timeline",TRUE,1,1,5,"Migos"
"416","0sv4nM5FtA8Y3DrvG4CXH8","Yung Rich Nation","https://i.scdn.co/image/ab67616d0000b273337940daef2b57170edd5c3b","2015-07-31",2015-07-31,"yung rich nation",TRUE,1,1,6,"Migos"
"417","4R8gIy454OjbyRspuPu5A7","Currency","https://i.scdn.co/image/ab67616d0000b27346767e03e155e95b24c6a88b","2015-09-02",2015-09-02,"currency",TRUE,1,1,7,"Migos"
"418","7qLM7egb40QyDHa3CknQqs","Rich Shooters","https://i.scdn.co/image/ab67616d0000b273e837972e128cde0623176127","2015-11-01",2015-11-01,"rich shooters",TRUE,1,1,8,"Migos"
"419","4Rj8KShBw1IrBW3A7wsEmi","MigoThuggin","https://i.scdn.co/image/ab67616d0000b273bca9fa10bf963415cf05f768","2016-03-18",2016-03-18,"migothuggin",TRUE,1,1,9,"Migos"
"420","7Hd1Gqx8xFRAnQOLHAZxn3","YRN 2 (Young Rich Niggas 2)","https://i.scdn.co/image/ab67616d0000b273b462ad328dc32384e92df508","2016-10-14",2016-10-14,"yrn 2 (young rich niggas 2)",TRUE,1,1,10,"Migos"
"421","2AvupjUeMnSffKEV05x222","Culture","https://i.scdn.co/image/ab67616d0000b27399a8ab6da9d593939302828a","2017-01-27",2017-01-27,"culture",TRUE,1,1,11,"Migos"
"422","7fd7SEK25VS3gJAUgSwL6y","Culture II","https://i.scdn.co/image/cab69be60564cd8bcc917eaf1e429fe23e1a345b","2018-01-26",2018-01-26,"culture ii",TRUE,1,1,12,"Migos"
"423","2Y8JEb0HiAioGra55OwKhE","Juvenile Hell","https://i.scdn.co/image/9d6891ca10a9419559a288bc80f381f8757707a2","1993-01-01",1993-01-01,"juvenile hell",TRUE,1,1,1,"Mobb Deep"
"424","1cCAb1vN8uUsdfEylVmTLs","The Infamous","https://i.scdn.co/image/ab67616d0000b27368c92f2112860896f905c6c9","1995-04-25",1995-04-25,"the infamous",TRUE,1,1,2,"Mobb Deep"
"425","6BWf3fxsgSDhES4Cm4oyy5","Hell On Earth (Explicit)","https://i.scdn.co/image/ab67616d0000b273aaade0aecd37f7c8311e11c7","1996-11-19",1996-11-19,"hell on earth (explicit)",TRUE,1,1,3,"Mobb Deep"
"426","4DrBvICbM0r3uOCymoFReu","Murda Muzik","https://i.scdn.co/image/ab67616d0000b2738d7aeb9ce4d1f9a6c4d93549","1999-04-27",1999-04-27,"murda muzik",TRUE,1,1,4,"Mobb Deep"
"427","4JWsxm9SfyzChjYUh8JWef","Mobb Muzik (Clean Version)","https://i.scdn.co/image/ab67616d0000b2734e7681eb71d65bec61a8b641","1999-04-27",1999-04-27,"mobb muzik",FALSE,1,0,5,"Mobb Deep"
"428","2hSnMHuLYfpp8hvdpZRjAk","Infamy","https://i.scdn.co/image/ab67616d0000b27397349192bc4f50b9c33b0efe","2001-12-11",2001-12-11,"infamy",TRUE,2,1,6,"Mobb Deep"
"429","6UDhYUew9ULQVtt4HWNRSL","Free Agents","https://i.scdn.co/image/ab67616d0000b273445fe96a11e9dac923d46f5d","2003",2003-01-01,"free agents",TRUE,1,1,7,"Mobb Deep"
"430","5lJebehZn4M2H8koaJHZ6q","Amerikaz Nightmare","https://i.scdn.co/image/ab67616d0000b273fcf214b14e2b51bcf2f705d8","2004-08-10",2004-08-10,"amerikaz nightmare",TRUE,1,1,8,"Mobb Deep"
"431","1pdQT9XcveeoI93Qwv80Mf","Blood Money","https://i.scdn.co/image/b45dfdd58dd7aee94ee6897a0e0b1f2ea71d5307","2006-05-02",2006-05-02,"blood money",TRUE,1,1,9,"Mobb Deep"
"432","4CYb4b3usI1WdGWJrEuzpK","No, Rich, Still Tryin","https://i.scdn.co/image/ab67616d0000b273656db5154980e6d919c81162","2019-07-22",2019-07-22,"no, rich, still tryin",TRUE,1,1,10,"Mobb Deep"
"433","5gK2l2LgWY0BA4p9uy27z6","Black On Both Sides","https://i.scdn.co/image/38b1cfd906dcf98b85d1217483efb87b9470ac38","1999-10-12",1999-10-12,"black on both sides",TRUE,1,1,1,"Mos Def"
"434","1fB3SvkZpfDjSqyLcRT75V","Mos Def - Live at Benaroya Hall","https://i.scdn.co/image/df280eafe1ab97695f8372007b381c1f9f62b691","2004-01-01",2004-01-01,"mos def",FALSE,1,0,2,"Mos Def"
"435","43CXEu1OlEd9ZKsH8ZkZz7","The New Danger","https://i.scdn.co/image/43d48cd5d90b0cd40025085f71662ee67e67a75a","2004-10-19",2004-10-19,"the new danger",TRUE,1,1,3,"Mos Def"
"436","4Rg0nvUI2jt96TNHtpmmpv","TRUE MAGIC","https://i.scdn.co/image/2f066e74360ae3f3074c70d23b204443d78d230a","2006-12-29",2006-12-29,"true magic",TRUE,1,1,4,"Mos Def"
"437","1ylJW0Tzt73TcrICi0iAyN","We Are Hip Hop, Me, You, Everybody","https://i.scdn.co/image/ed7b3d57f1295f97c01f03a500ed11b1edee88ec","2010-09-17",2010-09-17,"we are hip hop, me, you, everybody",TRUE,1,1,5,"Mos Def"
"438","3eHcKAlikW4c62i55ZGu0c","We Are Hip Hop, Me, You, Everybody, Pt 2","https://i.scdn.co/image/bb52e20b0889e853cfeeed6234cbdc6016def28a","2011-01-25",2011-01-25,"we are hip hop, me, you, everybody, pt 2",TRUE,1,1,6,"Mos Def"
"439","0Y7qkJVZ06tS2GUCDptzyW","Straight Outta Compton","https://i.scdn.co/image/55c43dffd876d56f74e71462c1c8406dcb113a30","1988-08-08",1988-08-08,"straight outta compton",TRUE,1,1,1,"N.W.A."
"440","3OSID3YChn6nOjfUAlSXQZ","Efil4zaggin","https://i.scdn.co/image/733c66bd823cb9c9160edb7ee8e3dda6a9fa3daa","1991-05-28",1991-05-28,"efil4zaggin",TRUE,1,1,2,"N.W.A."
"441","6oSHgr3TZJPCFshYUfBDqE","Illmatic XX","https://i.scdn.co/image/ab67616d0000b27375d9ecf8d29744037d2d6064","1994",1994-01-01,"illmatic xx",TRUE,1,1,1,"Nas"
"442","69C7wlBDl96476XcRmsPc6","iTunes Originals: Nas","https://i.scdn.co/image/ab67616d0000b273bcf6d422489460c7787136a0","1994",1994-01-01,"itunes originals: nas",TRUE,1,1,2,"Nas"
"443","3kEtdS2pH6hKcMU9Wioob1","Illmatic","https://i.scdn.co/image/ab67616d0000b273b1178724f4be59abf7acc6c5","1994-04-19",1994-04-19,"illmatic",TRUE,1,1,3,"Nas"
"444","78Fgb88MY0ECc4GVMejqTg","It Was Written","https://i.scdn.co/image/ab67616d0000b273886d823ecbfcbe661a6b0ab9","1996-07-02",1996-07-02,"it was written",TRUE,1,1,4,"Nas"
"445","4UhEjfIRx4tE1XRY21vwNa","I Am...","https://i.scdn.co/image/ab67616d0000b273f36e0749d597769ed1592847","1999-04-06",1999-04-06,"i am...",TRUE,1,1,5,"Nas"
"446","0yv3K62ndWgrZ0bbAEMzj5","Nastradamus","https://i.scdn.co/image/ab67616d0000b27312a4d3e639e9d2ea02384c20","1999-11-23",1999-11-23,"nastradamus",TRUE,1,1,6,"Nas"
"447","1H1l1x4y10wp848cBq2Lig","Stillmatic","https://i.scdn.co/image/ab67616d0000b273b6ca1a9e6527feb1d07ab10c","2001-12-18",2001-12-18,"stillmatic",TRUE,1,1,7,"Nas"
"448","2mU2jRMwrsL1tG97xKoiav","The Lost Tapes","https://i.scdn.co/image/ab67616d0000b273267e806f40829db77ac0827b","2002",2002-01-01,"the lost tapes",TRUE,1,1,8,"Nas"
"449","3rV1aPkrWyMs6YTvTpSbIY","Gods Son","https://i.scdn.co/image/ab67616d0000b273c4370159af71d16473158140","2002-12-13",2002-12-13,"gods son",TRUE,1,1,9,"Nas"
"450","586sDXSThASjmWwSYnHbqP","QB 2 Compton Ringtones","https://i.scdn.co/image/ab67616d0000b273515c39b143f8d84e0241bf56","2003",2003-01-01,"qb 2 compton ringtones",TRUE,1,1,10,"Nas"
"451","0jghcWTsQzux5T9sAfZO13","Streets Disciple","https://i.scdn.co/image/ab67616d0000b2732cf1755770b6c0c9aa38f41c","2004-11-30",2004-11-30,"streets disciple",TRUE,1,1,11,"Nas"
"452","2ogVzdMcoa1P38YIUCCyIW","Hip Hop Is Dead","https://i.scdn.co/image/258d03907491abe5a7f90a6909d757f874658843","2006-12-19",2006-12-19,"hip hop is dead",TRUE,2,1,12,"Nas"
"453","5sGyPalpUY2tzwsSdq0EMg","Hip Hop Is Dead (Bonus Tracks)","https://i.scdn.co/image/5da453c6a2ed441992683ff43fe3cdad9ae52c01","2006-12-19",2006-12-19,"hip hop is dead (bonus tracks)",TRUE,1,1,13,"Nas"
"454","3biN7VzJrWSp0qgIhaGzpn","Nas","https://i.scdn.co/image/30881f6ddec62c0baffc04f4dc355575080fe99b","2008-01-01",2008-01-01,"nas",TRUE,2,1,14,"Nas"
"455","5dMmFu9NCxSjDk3ekggogc","Untitled","https://i.scdn.co/image/6a6b31b3bfe637a0d6fb7c3c3c22ccdef2cd1d84","2008-01-01",2008-01-01,"untitled",TRUE,1,1,15,"Nas"
"456","0ddTtajzPmxZ7UVW2VEAln","Life Is Good (Explicit Version)","https://i.scdn.co/image/5be3209070d1c42fa189a9e2af710fc49613e954","2012-01-01",2012-01-01,"life is good",FALSE,2,0,16,"Nas"
"457","66EwBbt2kPgugo8Wz0SKAw","NASIR","https://i.scdn.co/image/ab67616d0000b2734c2ab67f7da8208998f35d51","2018-06-15",2018-06-15,"nasir",TRUE,1,1,17,"Nas"
"458","4tRNl7PwUzXrxTP3YZjWgS","The Lost Tapes 2","https://i.scdn.co/image/ab67616d0000b273e1d2f4ab4e7cda21e1772fa6","2019-07-19",2019-07-19,"the lost tapes 2",TRUE,1,1,18,"Nas"
"459","18Scpsg5OV1iYNtSaCsjwz","Telefone","https://i.scdn.co/image/ab67616d0000b273e9ef4d0bab9c9bf9ef5d3f36","2016-08-12",2016-08-12,"telefone",TRUE,1,1,1,"Noname"
"460","3mpA4v2tvEM5aAYtNGnbzD","Room 25","https://i.scdn.co/image/ab67616d0000b273b182a9b2b2904cbbcfe41d4e","2018-09-14",2018-09-14,"room 25",TRUE,1,1,2,"Noname"
"461","5FrjDW96mCYw9ECc74c637","Metaphorical Music","https://i.scdn.co/image/ab67616d0000b273a1a897ee5e642da6d945bcd7","2003-08-21",2003-08-21,"metaphorical music",TRUE,1,1,1,"Nujabes"
"462","6nVACH6a27eOWiumAJhDWS","Modal Soul","https://i.scdn.co/image/ab67616d0000b273912cc8fe2e9a53d328757a41","2005-11-11",2005-11-11,"modal soul",TRUE,1,1,2,"Nujabes"
"463","0gbBJq6yNqv3Y9CKrbjdIC","Impression Reissue","https://i.scdn.co/image/ab67616d0000b2737315172d67c45ea152e31562","2009",2009-01-01,"impression reissue",TRUE,1,1,3,"Nujabes"
"464","1JZHc4kOkTOM50MqPn91iX","Impression: Samurai Champloo OST","https://i.scdn.co/image/ab67616d0000b2731ed696411749957838a058e9","2009",2009-01-01,"impression: samurai champloo ost",TRUE,1,1,4,"Nujabes"
"465","724juUMeWRW82bDoyH91Vd","Spiritual State","https://i.scdn.co/image/ab67616d0000b2739bad5ebfe556fa260f31bedd","2011-12-03",2011-12-03,"spiritual state",TRUE,1,1,5,"Nujabes"
"466","4oT4YRVe43ESrT9rx2LKCM","Luv(sic) Hexalogy","https://i.scdn.co/image/ab67616d0000b2731a1ba7785a4b91c8aee7a79c","2015-12-09",2015-12-09,"luv(sic) hexalogy",TRUE,1,1,6,"Nujabes"
"467","5oMLrgmPNs35zhR38X6ET4","In Abundance","https://i.scdn.co/image/ab67616d0000b273e6778eb47c6b217e4412850d","2016-09-30",2016-09-30,"in abundance",TRUE,1,1,1,"Playboi Carti"
"468","4rJgzzfFHAVFhCSt2P4I3j","Playboi Carti","https://i.scdn.co/image/e85dc35551fbd35825d80f1cfdc235fad45027f8","2017-04-14",2017-04-14,"playboi carti",TRUE,1,1,2,"Playboi Carti"
"469","7dAm8ShwJLFm9SaJ6Yc58O","Die Lit","https://i.scdn.co/image/acca2e7a1e842f02255f2f55b5a6292328f9fc07","2018-05-11",2018-05-11,"die lit",TRUE,1,1,3,"Playboi Carti"
"470","3zAcZrky4QNM28YS0tHSYQ","Stoney","https://i.scdn.co/image/c17e558d633b4d3d2c589abf4478fd4e2b52a09b","2016-12-09",2016-12-09,"stoney",TRUE,2,1,1,"Post Malone"
"471","6trNtQUgC8cgbWcqoMYkOR","beerbongs & bentleys","https://i.scdn.co/image/08569f4ebf39ea275f9601a0f5ae62c489485a7b","2018-04-27",2018-04-27,"beerbongs & bentleys",TRUE,1,1,2,"Post Malone"
"472","4g1ZRSobMefqF6nelkgibi","Hollywoods Bleeding","https://i.scdn.co/image/94105e271865c28853bfb7b44b38353a2fea45d6","2019-09-06",2019-09-06,"hollywoods bleeding",TRUE,1,1,3,"Post Malone"
"473","0tS7jye0zKwGF0H4rqFGvz","Fear Of God II: Let Us Pray","https://i.scdn.co/image/ab67616d0000b2738663058486e0dc76dea96fd3","2011-11-08",2011-11-08,"fear of god ii: let us pray",TRUE,1,1,1,"Pusha T"
"474","1BXlBg7Rc1qKMG06IJY9A4","Still Ya Pusha","https://i.scdn.co/image/ab67616d0000b27394212667eb01381e27326cfe","2013-03-16",2013-03-16,"still ya pusha",TRUE,1,1,2,"Pusha T"
"475","2GU6rwhz2k5Z6dGMLcjPkK","The Animosity Of Caine","https://i.scdn.co/image/038cc26630153624d21df7fae5c015384b9da641","2013-03-19",2013-03-19,"the animosity of caine",TRUE,1,1,3,"Pusha T"
"476","0LgwP5HQ7psvJAY2KSGPMH","My Name Is My Name","https://i.scdn.co/image/a7c2bd7bf526f2fa3e77ad5cc9bcb8e6b467c175","2014-01-01",2014-01-01,"my name is my name",TRUE,1,1,4,"Pusha T"
